num batches fed,5,10,20,30,40,50,60,70,80,90,100,110,120
5,0.6986577000630588,0.7144407304067397,0.7752811581705801,0.7897893991534848,0.8000331546770135,0.8065294526830911,0.8112807994311282,0.816276239376535,0.8198704229205505,0.8166197650666864,0.8211547560845764,0.8234292989446039,0.8190797779447687
10,0.700020963444765,0.7621399928805261,0.7895195309469322,0.8039404327631905,0.8095296155758218,0.8135970585328174,0.8123525527109204,0.8213883695486948,0.8217923459975258,0.8193712080307686,0.8235737072366229,0.8227485223008794,0.8258813038176842
20,0.7051769724444172,0.7615557808378137,0.7986828681248198,0.8017531144384806,0.8156519055250556,0.8191464806743476,0.8246541854053082,0.8204469651365848,0.8234471312773674,0.8205055394237357,0.8237077622945962,0.8264843089577945,0.8256168735051899
40,0.7323372945224382,0.7731585034445178,0.8013214993035042,0.8067375222562964,0.8176068709930646,0.8181702711338283,0.8238434030925513,0.8239242452792089,0.8263404855621813,0.8246903231954894,0.8252934299321496,0.8222213160283576,0.8256340487511641
60,0.7146165247878193,0.7753374457423597,0.7978100227020064,0.8070731237082017,0.8149715523255364,0.8182076345062619,0.8255790913459748,0.8228556013789964,0.8194151657416804,0.8281966911489264,0.822626727511872,0.8232744526757712,0.8242877121011273
80,0.6897945706657519,0.7796272937622466,0.8029908483025937,0.8115628991339009,0.8171258997873617,0.8176441537884521,0.8202057876490261,0.8249470388840547,0.8235611910651081,0.8223852641655185,0.8245661893887827,0.8242361310510513,0.8244543706657689
100,0.7079027103922513,0.7765652455419251,0.7977746502074468,0.8078201530808327,0.8151366672689234,0.8202214061955823,0.8231946761377517,0.8220353730236677,0.8252900763539115,0.8256092516551706,0.8209647520446806,0.8272799879784012,0.8212411106733607
110,0.7047670283112225,0.7735223933439755,0.7951682016109008,0.8083488534663822,0.8146137444965205,0.8173133485624641,0.8208905636318159,0.8240272792778498,0.8212186579401579,0.8230461037849095,0.8209404366670213,0.8243900394171599,0.8243626923225469
120,0.7328489280819723,0.772671505628394,0.7944763323040727,0.807697971588719,0.8159164689274175,0.8194704389780585,0.8233389913486165,0.8240356880874046,0.8226927537779629,0.8266826152597636,0.82570944794784,0.8260092922228749,0.8251704147366299
