num batches fed,5,10,20,30,40,50,60,70,80,90,100,110,120
5,22.451535931339972,14.269463124098602,10.777287951222172,9.156935356281423,8.427186709863168,7.923416667514378,7.551343988489221,7.367924178088153,7.17085799464473,6.905332106131095,6.83596459141484,6.721949303591693,6.669655755714134
10,17.340565575493706,11.73786441485087,8.63643910266735,7.807351774639553,7.253740575578478,6.961189632062559,6.6795742158536555,6.588524182637532,6.384167265008997,6.314518672448617,6.30563031302558,6.177920394473606,6.221211142010159
20,15.557512663028858,10.671365314059788,8.114908598087451,7.273229528356482,6.863909906811184,6.529030941150808,6.3931108668998435,6.3597071612322775,6.343325482474433,6.104313320583767,6.070581992467244,6.114899308593185,6.066327395262541
40,15.005660171862003,10.275938087039524,7.849174490681401,7.12656933289987,6.779522180557251,6.53255612761886,6.385600593354967,6.249165499651873,6.175917943318685,6.059634756158899,6.1389603349897595,6.103692001766628,6.0076192926477505
60,14.602004801785505,10.163310766220093,7.897563819532041,7.132803599039714,6.757199137299149,6.520444940637659,6.402639715759842,6.373479975594415,6.205847828476517,6.174179306736699,6.095267392970897,6.101903791780825,6.031355442824187
80,14.468719191021389,10.07682138019138,7.76954217310305,7.20457152084068,6.733163294968782,6.556130003046106,6.372477849324544,6.363057798809475,6.288589857242726,6.162153199866966,6.082349159099437,6.059892769213076,5.990212943818834
100,14.529699016500402,9.984139963432595,7.9054459554177745,7.103062347129539,6.776880140657778,6.527006025667544,6.436944935056898,6.294668921717891,6.200345074688947,6.1985592135676635,6.087144719229804,6.0670890013376875,6.052438426900793
110,14.288313291690967,10.100499682956272,7.89585495878149,7.139424880345662,6.792994340260823,6.5338010876267045,6.487301976592453,6.28078274373655,6.217039161258274,6.156231791884811,6.100260981807002,6.134967124020612,5.993784727873625
120,14.282058592195865,9.98944048528318,7.815402913976599,7.076555119620429,6.753017390215838,6.599732398986816,6.43449475147106,6.293865601221721,6.230815649032593,6.218193513375741,6.0982024757950395,6.08758951999523,6.036231111597131
