num batches fed,5,10,20,30,40,50,60,70,80,90,100,110,120
5,0.6986577000630587,0.7144407304067395,0.7752811581705799,0.7897893991534848,0.8000331546770134,0.806529452683091,0.8112807994311282,0.816276239376535,0.8198704229205505,0.8166197650666864,0.8211547560845764,0.8234292989446043,0.8190797779447687
10,0.7000209634447649,0.7621399928805263,0.789519530946932,0.8039404327631905,0.8095296155758219,0.8135970585328173,0.8123525527109202,0.8213883695486948,0.8217923459975256,0.8193712080307685,0.8235737072366232,0.8227485223008792,0.8258813038176841
20,0.7051769724444172,0.7615557808378137,0.7986828681248196,0.801753114438481,0.8156519055250556,0.8191464806743477,0.8246541854053082,0.8204469651365847,0.8234471312773674,0.8205055394237357,0.8237077622945963,0.8264843089577945,0.8256168735051896
40,0.7323372945224383,0.7731585034445174,0.8013214993035042,0.806737522256296,0.8176068709930647,0.8181702711338283,0.8238434030925513,0.8239242452792088,0.8263404855621813,0.8246903231954894,0.8252934299321495,0.8222213160283578,0.8256340487511641
60,0.7146165247878192,0.7753374457423597,0.7978100227020063,0.8070731237082017,0.8149715523255364,0.8182076345062617,0.8255790913459746,0.8228556013789964,0.8194151657416805,0.8281966911489262,0.8226267275118722,0.8232744526757712,0.8242877121011274
80,0.6897945706657521,0.7796272937622464,0.8029908483025935,0.811562899133901,0.8171258997873615,0.8176441537884521,0.820205787649026,0.824947038884055,0.8235611910651078,0.8223852641655185,0.8245661893887826,0.8242361310510513,0.8244543706657689
100,0.7079027103922512,0.7765652455419251,0.7977746502074466,0.8078201530808323,0.8151366672689234,0.8202214061955824,0.8231946761377515,0.8220353730236676,0.8252900763539114,0.8256092516551705,0.8209647520446807,0.8272799879784011,0.8212411106733605
110,0.7047670283112224,0.7735223933439754,0.7951682016109008,0.8083488534663821,0.8146137444965204,0.8173133485624641,0.8208905636318159,0.8240272792778497,0.8212186579401579,0.8230461037849094,0.8209404366670214,0.8243900394171603,0.8243626923225469
120,0.7328489280819722,0.772671505628394,0.7944763323040724,0.807697971588719,0.8159164689274175,0.8194704389780587,0.8233389913486167,0.824035688087405,0.822692753777963,0.8266826152597636,0.82570944794784,0.8260092922228748,0.8251704147366298
